simulacion,generacion,genome_id,fitness
1,1,50,8509.806723944843
1,1,49,8509.806723944843
1,1,48,8509.806723944843
1,1,47,8509.806723944843
1,1,46,8509.806723944843
1,1,45,8509.806723944843
1,1,44,8509.806723944843
1,1,43,8509.806723944843
1,1,42,8509.806723944843
1,1,41,8509.806723944843
1,1,40,8509.806723944843
1,1,39,8509.806723944843
1,1,38,8509.806723944843
1,1,37,8509.806723944843
1,1,36,8509.806723944843
1,1,35,8509.806723944843
1,1,34,8509.806723944843
1,1,33,8509.806723944843
1,1,32,8509.806723944843
1,1,31,8509.806723944843
1,1,30,8509.806723944843
1,1,29,8509.806723944843
1,1,28,8509.806723944843
1,1,27,8509.806723944843
1,1,26,8509.806723944843
1,1,25,8509.806723944843
1,1,24,8509.806723944843
1,1,23,8509.806723944843
1,1,22,8509.806723944843
1,1,21,8509.806723944843
1,1,20,8509.806723944843
1,1,19,8509.806723944843
1,1,18,8509.806723944843
1,1,17,8509.806723944843
1,1,16,8509.806723944843
1,1,15,8509.806723944843
1,1,14,8509.806723944843
1,1,13,8509.806723944843
1,1,12,8509.806723944843
1,1,11,8509.806723944843
1,1,10,8509.806723944843
1,1,9,8509.806723944843
1,1,8,8509.806723944843
1,1,7,8509.806723944843
1,1,6,8509.806723944843
1,1,5,8509.806723944843
1,1,4,8509.806723944843
1,1,3,8509.806723944843
1,1,2,8509.806723944843
1,1,1,8509.806723944843
1,2,90,8509.806723944843
1,2,89,8509.806723944843
1,2,88,8508.813559611006
1,2,87,8509.806723944843
1,2,86,8509.806723944843
1,2,85,8509.806723944843
1,2,84,8509.806723944843
1,2,83,8509.806723944843
1,2,82,8509.806723944843
1,2,81,8509.806723944843
1,2,80,8509.806723944843
1,2,79,8509.806723944843
1,2,78,8509.806723944843
1,2,77,8507.820386146494
1,2,76,8509.806723944843
1,2,75,8508.813559611006
1,2,74,8509.806723944843
1,2,73,8509.806723944843
1,2,72,8509.806723944843
1,2,71,8509.806723944843
1,2,15,8509.806723944843
1,2,9,8509.806723944843
1,2,8,8509.806723944843
1,2,5,8509.806723944843
1,2,3,8509.806723944843
1,2,70,8509.806723944843
1,2,69,8509.806723944843
1,2,68,8509.806723944843
1,2,67,8509.806723944843
1,2,66,8509.806723944843
1,2,65,8509.806723944843
1,2,64,8509.806723944843
1,2,63,8509.806723944843
1,2,62,8509.806723944843
1,2,61,8509.806723944843
1,2,60,8509.806723944843
1,2,59,8509.806723944843
1,2,58,8509.806723944843
1,2,57,8509.806723944843
1,2,56,8509.806723944843
1,2,55,8509.806723944843
1,2,54,8509.806723944843
1,2,53,8509.806723944843
1,2,52,8508.813559611006
1,2,51,8507.820386146494
1,2,7,8509.806723944843
1,2,6,8509.806723944843
1,2,4,8509.806723944843
1,2,2,8509.806723944843
1,2,1,8509.806723944843
1,3,129,8509.806723944843
1,3,128,8509.806723944843
1,3,127,8509.806723944843
1,3,126,8509.806723944843
1,3,125,8509.806723944843
1,3,124,8509.806723944843
1,3,123,8509.806723944843
1,3,122,8509.806723944843
1,3,121,8509.806723944843
1,3,120,8509.806723944843
1,3,119,8509.806723944843
1,3,118,8509.806723944843
1,3,117,8509.806723944843
1,3,116,8509.806723944843
1,3,115,8509.806723944843
1,3,114,8509.806723944843
1,3,113,8509.806723944843
1,3,112,8509.806723944843
1,3,111,8509.806723944843
1,3,110,8509.806723944843
1,3,15,8509.806723944843
1,3,9,8509.806723944843
1,3,8,8509.806723944843
1,3,5,8509.806723944843
1,3,3,8509.806723944843
1,3,109,8509.806723944843
1,3,108,8509.806723944843
1,3,107,8509.806723944843
1,3,106,8509.806723944843
1,3,104,8509.806723944843
1,3,103,8509.806723944843
1,3,102,8509.806723944843
1,3,101,8509.806723944843
1,3,100,8509.806723944843
1,3,99,8509.806723944843
1,3,98,8509.806723944843
1,3,96,8509.806723944843
1,3,95,8509.806723944843
1,3,94,8509.806723944843
1,3,93,8509.806723944843
1,3,92,8509.806723944843
1,3,91,8509.806723944843
1,3,7,8509.806723944843
1,3,6,8509.806723944843
1,3,4,8509.806723944843
1,3,2,8509.806723944843
1,3,1,8509.806723944843
1,3,105,8524.516011608393
1,3,97,8523.628434302529
1,3,130,8532.031335484302
1,4,170,8507.820386146494
1,4,169,8509.806723944843
1,4,168,8509.806723944843
1,4,167,8509.806723944843
1,4,166,8509.806723944843
1,4,165,8509.806723944843
1,4,163,8509.806723944843
1,4,162,8507.820386146494
1,4,161,8509.806723944843
1,4,160,8509.806723944843
1,4,159,8508.813559611006
1,4,158,8509.806723944843
1,4,156,8509.806723944843
1,4,155,8507.820386146494
1,4,154,8507.820386146494
1,4,153,8509.806723944843
1,4,9,8509.806723944843
1,4,8,8509.806723944843
1,4,5,8509.806723944843
1,4,3,8509.806723944843
1,4,152,8509.806723944843
1,4,148,8509.806723944843
1,4,146,8509.806723944843
1,4,144,8509.806723944843
1,4,142,8509.806723944843
1,4,137,8509.806723944843
1,4,136,8509.806723944843
1,4,132,8509.806723944843
1,4,2,8509.806723944843
1,4,128,8509.806723944843
1,4,1,8509.806723944843
1,4,140,8511.375802964361
1,4,151,8524.516011608393
1,4,150,8524.622760105063
1,4,149,8524.516011608393
1,4,147,8523.628434302529
1,4,143,8523.628434302529
1,4,138,8524.622760105063
1,4,135,8524.516011608393
1,4,134,8524.516011608393
1,4,133,8524.622760105063
1,4,131,8522.740036418776
1,4,97,8523.628434302529
1,4,105,8524.516011608393
1,4,139,8527.234913504533
1,4,164,8526.709465176675
1,4,141,8527.705192565021
1,4,157,8528.018342505587
1,4,145,8514.226800618613
1,4,130,8532.031335484302
1,5,210,8509.806723944843
1,5,209,8508.813559611006
1,5,207,8508.813559611006
1,5,206,8507.820386146494
1,5,205,8509.806723944843
1,5,201,8507.820386146494
1,5,5,8509.806723944843
1,5,3,8509.806723944843
1,5,190,8508.813559611006
1,5,202,8524.516011608393
1,5,197,8524.516011608393
1,5,195,8523.628434302529
1,5,193,8524.622760105063
1,5,192,8524.622760105063
1,5,191,8522.634100840283
1,5,189,8524.516011608393
